Unnamed: 0;tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;text_clean
1114.0;1240292300724424704;Tax season is here! Check out these tips to help maximize your returns, and make the process less taxing on your business. Contact our office and speak with us about planning for your retirement. 817.451.7996 https://t.co/iMXvSS3a5w https://t.co/IIczOnkuM9;0;0.0;0.0;0.0;['tax', 'season', 'check', 'tip', 'help', 'maximize', 'return', 'process', 'tax', 'business', 'contact', 'office', 'speak', 'plan', 'retirement', 'url', 'url']
1176.0;1283008791957602304;There are more with us than with them—because Jesus Christ is with us, backing us, urging us to use His name and to focus on “asking” for “whatsoever” we desire from God. We live from faith to faith and victory to victory. Go to https://t.co/PobwkqIsbr https://t.co/kiJblw3ORw;0;0.0;0.0;0.0;['thembecause', 'jesus', 'christ', 'back', 'urge', 'use', 'focus', 'ask', 'desire', 'god', 'live', 'faith', 'faith', 'victory', 'victory', 'url', 'url']
1040.0;1181989000464273408;Relationships are a lot like life. You get what you put into it. https://t.co/ImbQI8TSpC;0;0.0;0.0;0.0;['relationship', 'lot', 'life', 'url']
90.0;427397314487914496;Cesar stop a whole war is gonna break out with cheerleading;0;0.0;0.0;0.0;['stop', 'war', 'break', 'cheerleading']
539.0;788762451789680641;A Creative Way to Increase the Success Rate of Cold Calling. yoram https://t.co/76dUjlx1eo;0;0.0;0.0;0.0;['creative', 'way', 'increase', 'success', 'rate', 'cold', 'call', 'yoram', 'url']
1170.0;1279308740353720321;TMH's ELOHYIM is Real... TMH's ELOHYIM Emphasize A CHOSEN FEW HOLY PEOPLE OF DIFFERENT NATIONS... Not majority of Out of Nature Negropeans or heavy hearted religious fanatics. Not Christians Not Buddhist Not Islamic Not Judaism Not Scientist A FEW HOLY PEOPLE 9.13 144,000;0;0.0;0.0;0.0;['tmhs', 'elohyim', 'real', 'tmhs', 'elohyim', 'emphasize', 'choose', 'holy', 'people', 'different', 'nation', 'majority', 'nature', 'negropean', 'heavy', 'hearted', 'religious', 'fanatic', 'christians', 'buddhist', 'islamic', 'judaism', 'scientist', 'holy', 'people']
1088.0;1219299597845245952;It’s about to be @CalvinHarris szn all over again as he just announced his new project with two singles dropping on Friday 👀 | 📸: @ConorMcDPhoto https://t.co/RVniXpezG7 https://t.co/7PkWE6vUnZ;0;0.0;0.0;0.0;['user', 'szn', 'announce', 'new', 'project', 'single', 'drop', 'friday', 'USER', 'url', 'url']
594.0;836660703025070080;@TheDirtyPurple Those carpets are amazing and great support for British industry.;0;0.0;0.0;0.0;['USER', 'carpet', 'amazing', 'great', 'support', 'british', 'industry']
188.0;513800792990441473;All Thats Cosplay Video Interview: ATC's Femme Fatale Nicole Salera! See the Video Interview at:… http://t.co/6GsVMYId2y;0;0.0;0.0;0.0;['cosplay', 'video', 'interview', 'atcs', 'femme', 'fatale', 'nicole', 'salera', 'video', 'interview', 'url']
155.0;488380082637910016;“@leeezy__: ladies, stop with the knee high gladiator sandals..pls”#fixitJesus;0;0.0;0.0;0.0;['user', 'lady', 'stop', 'knee', 'high', 'gladiator', 'sandalsplsHASHTAG']
1197.0;1298452222850760710;All imma say is...I haven’t had a bad report yet;0;0.0;0.0;0.0;['imma', 'isi', 'bad', 'report']
794.0;982982603727888384;ya know 5sos what we need?????? leSS EXPENSIVE MERCH, MORE TOUR DATES AND FOR U TO FINALLY STOP SLEEPING ON THE GOOD SONGS https://t.co/cYUgJyp7Xa;0;0.0;0.0;0.0;['know', 'need', 'expensive', 'merch', 'tour', 'date', 'stop', 'sleep', 'good', 'song', 'url']
697.0;911030122773385216;"Stocks, USDJPY Stumble After North Korean ""H-Bomb Test"" Threat Reports https://t.co/4WlIsvxL7v";0;0.0;0.0;0.0;['stock', 'stumble', 'north', 'korean', 'hbomb', 'test', 'threat', 'report', 'url']
21.0;349083884803198976;"HM Revenue defines tax evasion as ""serious"" when sum involved is higher than £50,000 worthy of prosecution. http://t.co/BN3MEqJWvV";0;0.0;0.0;0.0;['revenue', 'define', 'tax', 'evasion', 'sum', 'involve', 'high', 'worthy', 'prosecution', 'url']
307.0;617706053849911300;Political science https://t.co/Bl5B3cDsRI;0;0.0;0.0;0.0;['political', 'science', 'url']
724.0;927620355103055878;Top booster Pickens tweets support to Gundy https://t.co/MjesjQndYY;0;0.0;0.0;0.0;['booster', 'picken', 'tweet', 'support', 'gundy', 'url']
264.0;578942591317647360;Marc by Marc Jacobs folding into @marcjacobs line reports @wwd http://t.co/kGxzQZb99k #Fashion #Retail;0;0.0;0.0;0.0;['marc', 'marc', 'jacobs', 'fold', 'USER', 'line', 'report', 'USER', 'url', 'HASHTAG', 'HASHTAG']
1132.0;1251135465731821568;Next house what ever room has the bar, these lights are a must. @STINGGRAYYY;0;0.0;0.0;0.0;['house', 'room', 'bar', 'light', 'USER']
692.0;906920210757758976;@ChrisLewisLLS A UL recommended publication...👍🇨🇦 straightforward and based on a successful career of SOLID Leadership and charisma.;0;0.0;0.0;0.0;['USER', 'recommend', 'publication', 'straightforward', 'base', 'successful', 'career', 'solid', 'leadership', 'charisma']
1246.0;1335263258555584514;ALL THE CELEBRITIES THAT PROMOTE THE VACCINE SHOULD BE HELD ACCOUNTABLE FOR ANY HARM IF CAUSED.;0;0.0;0.0;0.0;['celebrity', 'promote', 'vaccine', 'hold', 'accountable', 'harm', 'cause']
440.0;716971121321631744;@martinhanratty @AtyHans @thenotimer I listened to a gospel radio station for a couple of hours--the confirmation bias is so obvious :~{;0;0.0;0.0;0.0;['user', 'USER', 'USER', 'listen', 'gospel', 'radio', 'station', 'couple', 'confirmation', 'bias', 'obvious']
1171.0;1279866280384753664;Why do transmog conversations always lead to bunny uniforms? What MMORPGs are you playing that has this? #Rewind @PantheonPlus;0;0.0;0.0;0.0;['transmog', 'conversation', 'lead', 'bunny', 'uniform', 'mmorpgs', 'play', 'HASHTAG', 'USER']
110.0;443314171921174529;Retirement home laws ‘in need of review’. @AdamMarshall777 reports in #7NewsBris http://t.co/AVupGZ3m34;0;0.0;0.0;0.0;['retirement', 'home', 'law', 'need', 'review', 'USER', 'report', 'HASHTAG', 'url']
324.0;627031498827247616;Carrefour Reports Sharp Decline in Profit http://t.co/cKxuPxqFB0 #WSJ #USBusiness | https://t.co/qDEcMlSUlF http://t.co/3uX3gD6WkL;0;0.0;0.0;0.0;['carrefour', 'report', 'sharp', 'decline', 'profit', 'url', 'HASHTAG', 'HASHTAG', 'url', 'url']
606.0;844220064211632128;DOJ will announce it has filed federal corruption charges against Philadelphia's DA this afternoon, Inquirer reports https://t.co/r1M6Q8Lbm0;0;0.0;0.0;0.0;['doj', 'announce', 'file', 'federal', 'corruption', 'charge', 'philadelphia', 'afternoon', 'inquirer', 'report', 'url']
331.0;633000858511273984;Retweet if you know this game FAV if you would Join for war! Search up The Disciples Need more consistent people!😎 http://t.co/okoFdpMr1Q;0;0.0;0.0;0.0;['retweet', 'know', 'game', 'fav', 'join', 'war', 'search', 'disciple', 'need', 'consistent', 'people', 'url']
135.0;469874033035837440;"""@DWatson2x: DeSoto Need To Stop Spending Money On They Football Team Who Can't Win State & Fix These Bathrooms""💀💀💀💀";0;0.0;0.0;0.0;['USER', 'desoto', 'need', 'stop', 'spend', 'money', 'football', 'team', 'win', 'state', 'fix', 'bathroom']
910.0;1083029105052930048;"Trump demands that reports on waste and fraud in Afghanistan should be ""locked up"" https://t.co/2DJSGpQB5E via @MotherJones";0;0.0;0.0;0.0;['trump', 'demand', 'report', 'waste', 'fraud', 'afghanistan', 'lock', 'url', 'USER']
581.0;826562278627618817;Apple Reports Record First Quarter Results https://t.co/IGKhTD2tg9;0;0.0;0.0;0.0;['apple', 'report', 'record', 'quarter', 'result', 'url']
768.0;958513597537181696;"""It gives coal a very good chance of continuing ... extending its existing life"" — @JoshFrydenberg Watch this 👇 if you have any doubt about the intention behind the Turnbull govt's dirty energy guarantee... #NEG #DirtyEnergyGuarantee https://t.co/4HkP5aYBIm";0;0.0;0.0;0.0;['give', 'coal', 'good', 'chance', 'continue', 'extend', 'exist', 'life', 'USER', 'watch', 'doubt', 'intention', 'turnbull', 'govts', 'dirty', 'energy', 'guarantee', 'HASHTAG', 'HASHTAG', 'url']
1177.0;1283013579206201344;Brilliant online symposium today, ‘Light Installations: Magic & Heritage’, with fascinating selection of speakers sharing knowledge and techniques. Experiences such as this by @HeinrichPalmer are indeed magical. #lightheritagemagic https://t.co/Ae8rPWuUGp;0;0.0;0.0;0.0;['brilliant', 'online', 'symposium', 'today', 'light', 'installation', 'magic', 'heritage', 'fascinating', 'selection', 'speaker', 'share', 'knowledge', 'technique', 'experience', 'USER', 'magical', 'HASHTAG', 'url']
273.0;589308960450039808;@Smurfhawk31 @BHMjohnECS Just need more playing time w/ each other. S'all good. Frustrating.;0;0.0;0.0;0.0;['user', 'USER', 'need', 'playing', 'time', 'sall', 'good', 'frustrating']
127.0;464497496056946688;I hate people. Take good pics of zayn and stop taking so many of grease ball;0;0.0;0.0;0.0;['hate', 'people', 'good', 'pic', 'zayn', 'stop', 'take', 'grease', 'ball']
366.0;666281849031823360;Epilepsy & Vaccination: https://t.co/sbMTAxTr6m *TVM to .@miles_wilma for finding this & heart felt get well wishes for @Stutzy6's Jeremey❤️;0;0.0;0.0;0.0;['epilepsy', 'vaccination', 'url', 'USER', 'find', 'heart', 'feel', 'wish', 'USERs', 'jeremey']
473.0;741038054446600192;"“At a point now where I understand plant temperaments — how vulnerable they are, but also how strong they can become"" #Precision #AgTech";0;0.0;0.0;0.0;['point', 'understand', 'plant', 'temperament', 'vulnerable', 'strong', 'HASHTAG', 'HASHTAG']
121.0;456139274162028544;A raise to $1.8 million would have placed Martin's salary no higher than eighth in the SEC.;0;0.0;0.0;0.0;['raise', 'place', 'martin', 'salary', 'high', 'eighth', 'sec']
1162.0;1274654734939418624;Abah getting old, Ummi getting old. The clock never stop ticking. I just pray Allah gives me enough time to give back and show how grateful I am for all their sacrifices. Aamiin.;0;0.0;0.0;0.0;['abah', 'get', 'old', 'ummi', 'get', 'old', 'clock', 'stop', 'tick', 'pray', 'allah', 'give', 'time', 'grateful', 'sacrifice', 'aamiin']
