tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;text_clean
345226308780974081;"""@TheFactsBook: Drinking chocolate milk has been proven to help relieve muscle soreness after a workout.""@dietervoigtsa dink jy dis waar?";1;1.0;0.0;0.0;['USER', 'drink', 'chocolate', 'milk', 'prove', 'help', 'relieve', 'muscle', 'soreness', 'dink', 'dis', 'waar']
346130801726988290;About to just go to bed maybe cry a little and maybe stop breathing okay? Okay.;0;0.0;0.0;0.0;['bed', 'cry', 'little', 'stop', 'breathe']
348110995861954560;"""@GreatestNotes: Stop searching for the right person. Just look for a good catcher.The one who could catch your heart when it starts falling";0;0.0;0.0;0.0;['USER', 'stop', 'search', 'right', 'person', 'look', 'good', 'catcherthe', 'catch', 'heart', 'start', 'fall']
349083884803198976;"HM Revenue defines tax evasion as ""serious"" when sum involved is higher than £50,000 worthy of prosecution. http://t.co/BN3MEqJWvV";0;0.0;0.0;0.0;['revenue', 'define', 'tax', 'evasion', 'sum', 'involve', 'high', 'worthy', 'prosecution', 'url']
350116212899971073;ThE Lazy Marketer Increase riches. How to be a leader. How to be recognized. Get protected. Chino Hills California;0;0.0;0.0;0.0;['lazy', 'marketer', 'increase', 'riche', 'leader', 'recognize', 'protect', 'chino', 'hill', 'california']
350649661289275393;God dammit ... Poor decisions lead to negative consequences. Won't happen again;0;0.0;0.0;0.0;['god', 'dammit', 'poor', 'decision', 'lead', 'negative', 'consequence', 'happen']
352112687028768770;New post outlining SOLO mapping activity for Science http://t.co/uLArqkGCT8 Perhaps useful for other subjects too.;0;0.0;0.0;0.0;['new', 'post', 'outline', 'solo', 'mapping', 'activity', 'science', 'url', 'useful', 'subject']
354781851375763456;Girls with asses big enough to cause a pile up #BSE and #TooLive Presents #XXXplicit #July19 @ 814 S. Dixie hwy, Hollywood, FL 33020 Time 9;0;0.0;0.0;0.0;['girl', 'ass', 'big', 'cause', 'pile', 'HASHTAG', 'HASHTAG', 'present', 'HASHTAG', 'HASHTAG', 'dixie', 'hwy', 'hollywood', 'time']
354971560186101763;A wise Physician said, “The best medicine for Humans is LOVE.” Some1 asked, “If it doesn’t work?” He smiled&answered, “ Increase the dose.”;1;1.0;0.0;0.0;['wise', 'physician', 'say', 'good', 'medicine', 'human', 'love', 'some1', 'ask', 'work', 'smiledanswere', 'increase', 'dose']
357332201190334464;Zimmerman did not win the lotto ppl please stop spreading these Krazy rumors;0;0.0;0.0;0.0;['zimmerman', 'win', 'lotto', 'ppl', 'stop', 'spread', 'krazy', 'rumor']
357516810666524675;When we think of unhealthy living we generally think of diet and exercise. Diet and exercise are an intricate... http://t.co/bGnam9Thx1;1;1.0;0.0;0.0;['think', 'unhealthy', 'living', 'think', 'diet', 'exercise', 'diet', 'exercise', 'intricate', 'url']
358829145460969473;#BREAKING:Somalia: Al Shabab ambushes on Kenyan forces in Lower #Juba region http://t.co/h3OuYEpfoQ;0;0.0;0.0;0.0;['HASHTAGsomalia', 'shabab', 'ambush', 'kenyan', 'force', 'low', 'HASHTAG', 'region', 'url']
359184948294467584;dude if people don't stop retweeting that fake frank ocean account..;0;0.0;0.0;0.0;['dude', 'people', 'stop', 'retweete', 'fake', 'frank', 'ocean', 'account']
361218917303193600;Teach children to treat animals responsibly do not teach captivity! Join us http://t.co/UR15gQPatU #FreeAllCetacea via @FreeAllCetacea;0;0.0;0.0;0.0;['teach', 'child', 'treat', 'animal', 'teach', 'captivity', 'join', 'url', 'HASHTAG', 'USER']
362177441596321792;Caution! 3D Printers Could Cause Health Problems. Find out more here: http://t.co/BRAwvRgq28;1;1.0;0.0;0.0;['caution', 'printer', 'cause', 'health', 'problem', 'find', 'url']
362864716030283777;#YouKnowYouInTheHoodWhen u see taggings all over the stop signs and shit;0;0.0;0.0;0.0;['HASHTAG', 'tagging', 'stop', 'sign', 'shit']
363172565365170176;MDLinx Blog: MDLinx Blog: Neuropsychological findings in pediatric maltreatment: relationship of PTSD,... http://t.co/sS24IDHCoD;1;0.0;1.0;1.0;['mdlinx', 'blog', 'mdlinx', 'blog', 'neuropsychological', 'finding', 'pediatric', 'maltreatment', 'relationship', 'ptsd', 'url']
363719380967768064;RT @rgj: Barrick Gold reports $8.56 billion Q2 loss http://t.co/fuaTuAH54i;0;0.0;0.0;0.0;['USER', 'barrick', 'gold', 'report', 'loss', 'url']
364157346026500096;Lemme stop talking anus;0;0.0;0.0;0.0;['lemme', 'stop', 'talk', 'anus']
368890097971654656;Mortgage Rates Continue Lower Ahead of... http://t.co/SfSvmYFJn7 #mortgage;0;0.0;0.0;0.0;['mortgage', 'rate', 'continue', 'url', 'HASHTAG']
369497353503264768;"""@GeminisWeAre: # ZodiacAreUs: Lavender is the scent associated with #Gemini."" So that's the reason I LOVEEEEEEEE Lavended";0;0.0;0.0;0.0;['USER', 'zodiacareus', 'lavender', 'scent', 'associate', 'HASHTAG', 'reason', 'loveeeeeeee', 'lavende']
369662835972141056;65% of cats born with blue eyes are deaf.;1;1.0;0.0;0.0;['cat', 'bear', 'blue', 'eye', 'deaf']
371197661439078400;@najdi_outsider @mayami2012 @mol7daa @ahlamm4 @bibi_dd 1. The study indicate that the brain atrophy is caused by stress not by religion;1;1.0;0.0;1.0;['user', 'USER', 'USER', 'USER', 'USER', 'study', 'indicate', 'brain', 'atrophy', 'cause', 'stress', 'religion']
375481363668795392;Over thinking causes the mind to create negative scenarios and replay painful memories.;1;1.0;0.0;0.0;['thinking', 'cause', 'mind', 'create', 'negative', 'scenario', 'replay', 'painful', 'memory']
375599373771898880;Sleep 'boosts brain cell numbers' http://t.co/5d9b6G1vob;1;1.0;1.0;1.0;['sleep', 'boost', 'brain', 'cell', 'number', 'url']
375694265692594176;Please read this request and support this wonderful charity. Continue to pray for Helen Wade and Michelle... http://t.co/WIMFrbPfpA;0;0.0;0.0;0.0;['read', 'request', 'support', 'wonderful', 'charity', 'continue', 'pray', 'helen', 'wade', 'michelle', 'url']
377536039117934592;@mick_keeley omg stop ahahahah this is like year 5 sex ed;0;0.0;0.0;0.0;['USER', 'omg', 'stop', 'year', 'sex']
378087292306337792;Versatile microRNAs Choke Off Cancer Blood Supply, Suppress Metastasis - Science Daily (press release) http://t.co/EFAfQCE57H;1;1.0;1.0;1.0;['versatile', 'microrna', 'choke', 'cancer', 'blood', 'supply', 'suppress', 'metastasis', 'science', 'daily', 'press', 'release', 'url']
378259375594680320;Nerd out on this sprawling oral history of Apple design http://t.co/NFc51YVkkp;0;0.0;0.0;0.0;['nerd', 'sprawl', 'oral', 'history', 'apple', 'design', 'url']
379218265500684288;“@UberFacts: During Medieval times, red hair was associated with intense sexual desire and moral degradation.” @EElise13;1;1.0;0.0;0.0;['USER', 'medieval', 'time', 'red', 'hair', 'associate', 'intense', 'sexual', 'desire', 'moral', 'degradation', 'USER']
380010167581962240;@CODEREDDD God see and knw yr heart plus u are a fighter continue to stand strong...i'm praying for u!;0;0.0;0.0;0.0;['USER', 'god', 'knw', 'heart', 'fighter', 'continue', 'stand', 'strongim', 'pray']
380341864903090176;"@billmaher What can ""we"" do Bill? All the gun laws in the fucking world won't stop mentally ill killers from killing people...";1;1.0;0.0;0.0;['USER', 'bill', 'gun', 'law', 'fucking', 'world', 'stop', 'ill', 'killer', 'kill', 'people']
384330219496017920;Yay, Bianca! MT @BZGarcia: Cancer sux! Show support for @andi_sloan & affect positive change now. Sign the petition! http://t.co/KA077fN0gD;0;0.0;0.0;0.0;['yay', 'bianca', 'USER', 'cancer', 'support', 'USER', 'affect', 'positive', 'change', 'sign', 'petition', 'url']
384405549905092608;This little bellend has to stop crying oh my god get a grip;0;0.0;0.0;0.0;['little', 'bellend', 'stop', 'cry', 'god', 'grip']
384881095906299904;Wavy - Pound Cake (Freestyle): https://t.co/G2Prq59YLL - Support this record. I'm not the one just to send you anything @BET;0;0.0;0.0;0.0;['wavy', 'pound', 'cake', 'freestyle', 'url', 'support', 'record', 'send', 'USER']
394131909032161280;The world stops for El Classico. Its the rules. Even stopped playing FIFA.;0;0.0;0.0;0.0;['world', 'stop', 'classico', 'rule', 'stop', 'play', 'fifa']
394159135400263681;"This Guy Singing ""No Woman No Drive"" Is The Best Video To Support Saudi Women Challenging Driving Ban: “In thi... http://t.co/wRc40wKPFk";0;0.0;0.0;0.0;['guy', 'sing', 'woman', 'drive', 'good', 'video', 'support', 'saudi', 'woman', 'challenge', 'drive', 'ban', 'thi', 'url']
396020068423065600;How To Fold A Suit, Shirt & Pants Together To Prevent Wrinkling - http://t.co/tLnnKTTKBU;0;0.0;0.0;0.0;['fold', 'suit', 'shirt', 'pant', 'prevent', 'wrinkling', 'url']
396940972694568960;Modeling precision treatment of breast cancer - looks great ! http://t.co/4XzfGlwAWn;1;0.0;1.0;1.0;['model', 'precision', 'treatment', 'breast', 'cancer', 'look', 'great', 'url']
397206548943867905;@khushsundar Do u think legalising prostitution in all states will decrease sexual abusing. Pls give me s reply mam.;1;1.0;0.0;0.0;['USER', 'think', 'legalise', 'prostitution', 'state', 'decrease', 'sexual', 'abuse', 'reply', 'mam']
398450991726485505;Aegon UK reports rise in earnings http://t.co/M3FRwylsZU;0;0.0;0.0;0.0;['aegon', 'report', 'rise', 'earning', 'url']
398716322193764352;@MC_Sincere those eyes are a gift send straight from God boy!!! Hahahaha;0;0.0;0.0;0.0;['USER', 'eye', 'gift', 'send', 'god', 'boy', 'hahahaha']
398893112812392449;Amazon plans to lower the cost of processing big data in the cloud : http://t.co/GPpwtMqYlo #socialmedia;0;0.0;0.0;0.0;['amazon', 'plan', 'lower', 'cost', 'process', 'big', 'datum', 'cloud', 'url', 'HASHTAG']
402844901475618816;#Multiple #Births Cost Significantly More Than Single Births, Study Shows http://t.co/A0alATsStW;1;1.0;1.0;1.0;['HASHTAG', 'HASHTAG', 'cost', 'single', 'birth', 'study', 'show', 'url']
402941487509671936;The taxi 12s are a must have;0;0.0;0.0;0.0;['taxi']
403454747287359488;"""The existence of absolute poverty today points to the indifference of many in the rich world"" http://t.co/ktsjh6vn1Y via @prospect_uk";1;1.0;0.0;0.0;['existence', 'absolute', 'poverty', 'today', 'point', 'indifference', 'rich', 'world', 'url', 'USER']
403892923831291905;GTA V Heists demand increases pressure on Rockstar http://t.co/xOduNxypRq #GTAV;0;0.0;0.0;0.0;['gta', 'heist', 'demand', 'increase', 'pressure', 'rockstar', 'url', 'HASHTAG']
405233809253089282;Let your hope make you glad. Be patient in time if trouble and never stop praying. #Romans12:12;0;0.0;0.0;0.0;['let', 'hope', 'glad', 'patient', 'time', 'trouble', 'stop', 'pray', 'hashtag12']
405903081738469376;Leafs played an average game, Pittsburgh's mistakes lead to Leafs goals. Penguins deserved the W..;0;0.0;0.0;0.0;['leafs', 'play', 'average', 'game', 'pittsburgh', 'mistake', 'lead', 'leafs', 'goal', 'penguin', 'deserve']
409122595947020288;"Who Is Cindy Starfall Promote Cindy Starfall http://t.co/ataFNzowgo another fan vote for @CindyStarfall ;-)";0;0.0;0.0;0.0;['cindy', 'starfall', 'promote', 'cindy', 'starfall', 'url', 'fan', 'vote', 'USER']
411247736525434880;Europa, a moon of Jupiter has a gigantic ocean beneath its icy surface which cracks and shoots water jets into space. http://t.co/rcLoSrZE0C;1;1.0;1.0;1.0;['moon', 'jupiter', 'gigantic', 'ocean', 'icy', 'surface', 'crack', 'shoot', 'water', 'jet', 'space', 'url']
411681385623982080;#wreckingbaIl Thousands rally to support fired Bogota mayor: Some Colombians believe Petro's dismissal could threaten... @onedirslaytion;0;0.0;0.0;0.0;['HASHTAG', 'thousand', 'rally', 'support', 'fire', 'bogota', 'mayor', 'colombian', 'believe', 'petros', 'dismissal', 'threaten', 'USER']
412650110460235776;Isis Supports Wells Fargo Visa Cards: Wells Fargo & Co. and Isis ®, the mobile commerce joint venture created ... http://t.co/DxxvRyQ9YZ;0;0.0;0.0;0.0;['isis', 'support', 'wells', 'fargo', 'visa', 'card', 'wells', 'fargo', 'isis', 'mobile', 'commerce', 'joint', 'venture', 'create', 'url']
413527115230117888;A lucky find of a toe fossil unlocks a genetic encyclopedia for neanderthals http://t.co/gfjo79RuSv;1;1.0;1.0;1.0;['lucky', 'find', 'toe', 'fossil', 'unlock', 'genetic', 'encyclopedia', 'neanderthal', 'url']
416820259471892481;Damn it! Dragon go back to bed and stop breathing fire everywhere;0;0.0;0.0;0.0;['dragon', 'bed', 'stop', 'breathe', 'fire']
416824906223869952;@mishra_abhi Media stop looking at caste identities & start looking at performance of MLAs/Ministers/officials/policemen @prasannavishy;0;0.0;0.0;0.0;['user', 'medium', 'stop', 'look', 'caste', 'identity', 'start', 'look', 'performance', 'mlasministersofficialspoliceman', 'USER']
417390745067462656;#WeLoveAndMissYouZayn #OneDirectionPleaseDoAFollowSpreeForNewYears Rt if u support gay rights;0;0.0;0.0;0.0;['HASHTAG', 'HASHTAG', 'support', 'gay', 'right']
418044514138591232;Goals for 2014 are as follows: 1) Stop 2) Drop 3) Shut'em down 4) Open up shop.;0;0.0;0.0;0.0;['goal', 'follow', 'stop', 'drop', 'shutem', 'open', 'shop']
419031039776804864;Hildersham villagers unite to stop pub closure @SouthCambs @Roger_Hickford http://t.co/KvO4SxJkel;0;0.0;0.0;0.0;['hildersham', 'villager', 'unite', 'stop', 'pub', 'closure', 'USER', 'USER', 'url']
419047430718373888;.@GreenJournal study show this infection can increase risk of strokes and heart attacks http://t.co/OnPKAwpomh;1;1.0;1.0;1.0;['USER', 'study', 'infection', 'increase', 'risk', 'stroke', 'heart', 'attack', 'url']
420227019985932289;Looking for some fun science activities for the cold month ahead? January Science Calendar http://t.co/cGs2nvv7Bx @HSScientist;0;0.0;0.0;0.0;['look', 'fun', 'science', 'activity', 'cold', 'month', 'january', 'science', 'calendar', 'url', 'USER']
424003986866200576;“@ashu_165: #CongBJPquitIndia Stop ur false propaganda http://t.co/Cp5NptVU0Q”#UnitedWithAAP;0;0.0;0.0;0.0;['USER', 'HASHTAG', 'stop', 'false', 'propaganda', 'url']
426482774065688576;Microsoft Says Product Demand Remains High, Reports Record $24.52 Billion Revenue For FY14 Q2 http://t.co/YmxCGR2I9L;0;0.0;0.0;0.0;['microsoft', 'say', 'product', 'demand', 'remain', 'high', 'report', 'record', 'revenue', 'fy14', 'url']
426751675102011392;Trekstock is being held in London not the LA so stop spreading rumours -J;0;0.0;0.0;0.0;['trekstock', 'hold', 'london', 'stop', 'spread', 'rumour']
427042365522870272;the dog will not stop fuckin snoring;0;0.0;0.0;0.0;['dog', 'stop', 'fuckin', 'snore']
427397314487914496;Cesar stop a whole war is gonna break out with cheerleading;0;0.0;0.0;0.0;['stop', 'war', 'break', 'cheerleading']
430147526222970881;#REVENGE Interesting characters, non stop action and full of twists, this is a great new thriller! http://t.co/4ZpKXbl1Z3 XvvA;0;0.0;0.0;0.0;['HASHTAG', 'interesting', 'character', 'stop', 'action', 'twist', 'great', 'new', 'thriller', 'url', 'xvva']
430698608137351168;Law leads to guilt,guilt leads to struggle,struggle leads to failure,failure leads to more guilt,guilt leads to more sin + hopelessness!;1;1.0;0.0;0.0;['law', 'lead', 'guiltguilt', 'lead', 'strugglestruggle', 'lead', 'failurefailure', 'lead', 'guiltguilt', 'lead', 'sin', 'hopelessness']
431030192312967168;Floral Hall Wedding Fayre Sunday Mar 23rd - All proceeds on door to go to @DougieMacstoke - Please come along and support #tunstall #stoke;0;0.0;0.0;0.0;['floral', 'hall', 'wedding', 'fayre', 'sunday', 'mar', '23rd', 'proceed', 'door', 'USER', 'come', 'support', 'HASHTAG', 'HASHTAG']
431083759085969408;A NOBLE CAUSE DIES 1000 DEATHS TIL A HEART IS CHANGED #WEARETHEPEOPLE;0;0.0;0.0;0.0;['noble', 'cause', 'die', 'death', 'heart', 'change', 'HASHTAG']
431321021186969600;The Biology of Belief: Unleashing the Power of Consciousness, Matter, & Miracles by Bruce H. Lipton, who is a scientist turned mystic.;1;0.0;1.0;1.0;['biology', 'belief', 'unleash', 'power', 'consciousness', 'matter', 'miracle', 'bruce', 'lipton', 'scientist', 'turn', 'mystic']
432580268667715584;"3OMF's, supposedly ""grown men"" will not stop talking about flappy bird in group chat. Has been the only topic of discussion today.";0;0.0;0.0;0.0;['grow', 'man', 'stop', 'talk', 'flappy', 'bird', 'group', 'chat', 'topic', 'discussion', 'today']
435062684263141377;Hey guess new Twitter cause new phone so yea please lik, direct tweet, nd please follow thx Luvs bii;0;0.0;0.0;0.0;['guess', 'new', 'twitter', 'cause', 'new', 'phone', 'lik', 'direct', 'tweet', 'follow', 'thx', 'luvs', 'bii']
435574632641757184;@CordeliaLogan Exactly. There’s nothing in that link that causes text messages to be sent. That just performs a follow.;0;0.0;0.0;0.0;['USER', 'link', 'cause', 'text', 'message', 'send', 'perform', 'follow']
436645794943225857;"Yep. Eating vegetarian today. Geez. “@nprnews: 'Piglet Smoothie' Fed To Sows To Prevent Disease; Activists Outraged http://t.co/5LifNxWuiR”";0;0.0;0.0;0.0;['eat', 'vegetarian', 'today', 'geez', 'USER', 'piglet', 'smoothie', 'feed', 'sow', 'prevent', 'disease', 'activist', 'outraged', 'url']
437737194787061760;WARNING! Bible reading can be habit forming and will cause loss of fear and anxiety. Side effects are joy, love, peace, and contentment!;1;1.0;0.0;0.0;['warn', 'bible', 'reading', 'habit', 'form', 'cause', 'loss', 'fear', 'anxiety', 'effect', 'joy', 'love', 'peace', 'contentment']
438237164208279552;#TRAINhealth Research found improvement in sleep quality was linked w/ weight loss, meaning a flatter stomach could mean better sleep;1;1.0;0.0;1.0;['HASHTAG', 'research', 'find', 'improvement', 'sleep', 'quality', 'link', 'weight', 'loss', 'mean', 'flat', 'stomach', 'mean', 'well', 'sleep']
440497667790360576;Niggas jus need to live an stop the stressing;0;0.0;0.0;0.0;['niggas', 'jus', 'need', 'live', 'stop', 'stressing']
440536137744936960;North Korea puts Yorkshire Terriers in zoo: http://t.co/VyABEx7YnO;0;0.0;0.0;0.0;['north', 'korea', 'put', 'yorkshire', 'terrier', 'zoo', 'url']
440922374318211072;@SpeakerBoehner #GOP #ImmigrationReform is still in ur hands #latism will not stop the fight #TNTweeters @DRMAction http://t.co/sxc5kcN1aw;0;0.0;0.0;0.0;['USER', 'HASHTAG', 'HASHTAG', 'hand', 'HASHTAG', 'stop', 'fight', 'HASHTAG', 'USER', 'url']
442142644257320960;What the New HIV Breakthroughs Mean for the Future of the Disease | Healthy Living - Yahoo Shine http://t.co/f1qN57RHHO;1;0.0;1.0;1.0;['new', 'hiv', 'breakthrough', 'mean', 'future', 'disease', 'healthy', 'live', 'yahoo', 'shine', 'url']
442207643893903360;Spice up your diet for greater fat loss: http://t.co/la5L94hm8p;1;1.0;1.0;1.0;['spice', 'diet', 'great', 'fat', 'loss', 'url']
443314171921174529;Retirement home laws ‘in need of review’. @AdamMarshall777 reports in #7NewsBris http://t.co/AVupGZ3m34;0;0.0;0.0;0.0;['retirement', 'home', 'law', 'need', 'review', 'USER', 'report', 'HASHTAG', 'url']
443670754178379777;What will digital life look like in a decade? Some predictions, from the optimistic to mind control http://t.co/q4F7Bice83;1;0.0;1.0;1.0;['digital', 'life', 'look', 'decade', 'prediction', 'optimistic', 'mind', 'control', 'url']
444915993132142592;@nma08244 Small step for man, quantum leap for particle kind! http://t.co/aVhtJyxr1Y & http://t.co/YTULs3Xoc6 http://t.co/iXTn0CjehM;1;0.0;1.0;1.0;['USER', 'small', 'step', 'man', 'quantum', 'leap', 'particle', 'kind', 'url', 'url', 'url']
445991077552865281;Determination leads to Success. Best day of my life #nowplaying;1;1.0;0.0;0.0;['determination', 'lead', 'success', 'good', 'day', 'life', 'HASHTAG']
446121717560115200;Blonde Girl Starts to Masturbate Leads to a Quick Fuck http://t.co/FvlwBW1twq #movie #music #ass #lol #video;0;0.0;0.0;0.0;['blonde', 'girl', 'start', 'masturbate', 'lead', 'quick', 'fuck', 'url', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG']
446486621999726594;http://t.co/JcgzoUqu1f We specialise in providing the modular ground study courses required to convert your ICAO professional;0;0.0;0.0;0.0;['specialise', 'provide', 'modular', 'ground', 'study', 'course', 'require', 'convert', 'icao', 'professional']
446689236226670592;More great printing work by @instantprint, helping us launch our new brand identity. http://t.co/1H2bbdpUir;0;0.0;0.0;0.0;['great', 'printing', 'work', 'USER', 'help', 'launch', 'new', 'brand', 'identity', 'url']
451954996158820352;“@Tasha_unicorns: Deep has got to stop being so deep”;0;0.0;0.0;0.0;['USER', 'get', 'stop', 'deep']
453229267673812993;Can't find the alien exercise;0;0.0;0.0;0.0;['find', 'alien', 'exercise']
453731216789737474;The underground just don't stop for hoes 😂✋💃;0;0.0;0.0;0.0;['underground', 'stop', 'hoe']
455624643052056576;Neurobiological Bases of Abnormal Aggression and Violent Behaviour http://t.co/NWDSQy95AT;1;0.0;1.0;1.0;['neurobiological', 'basis', 'abnormal', 'aggression', 'violent', 'behaviour', 'url']
456139274162028544;A raise to $1.8 million would have placed Martin's salary no higher than eighth in the SEC.;0;0.0;0.0;0.0;['raise', 'place', 'martin', 'salary', 'high', 'eighth', 'sec']
458622450537074688;Dark Skin May Be A Protector Against Cancer http://t.co/lrC8Rsuyqz;1;1.0;0.0;0.0;['dark', 'skin', 'protector', 'cancer', 'url']
461347905081597952;Missouri Senate passes sales tax increase for roads ..BreakingNews KansasCity http://t.co/wJDUA338uL;0;0.0;0.0;0.0;['missouri', 'senate', 'pass', 'sale', 'tax', 'increase', 'road', 'breakingnew', 'kansascity', 'url']
461827109309399040;LEED-certified buildings are often less energy-efficient than un-certified ones: http://t.co/DXj3ez07x7;1;1.0;0.0;1.0;['leedcertifie', 'building', 'energyefficient', 'uncertified', 'one']
464203433394716672;Job : Durham NC - Sr. Network Security Engineer - support Network Based Security infrastructure to provide sec... http://t.co/zVltTs0ogH;0;0.0;0.0;0.0;['job', 'durham', 'network', 'security', 'engineer', 'support', 'network', 'base', 'security', 'infrastructure', 'provide', 'sec', 'url']
464442462573170688;MAY SPECIAL - SIGN UP FOR $29.95 ($20 savings) Need more money? Love candles? Work from home selling http://t.co/GN8BLNUt0k;0;0.0;0.0;0.0;['special', 'sign', 'saving', 'need', 'money', 'love', 'candle', 'work', 'home', 'selling', 'url']
464497496056946688;I hate people. Take good pics of zayn and stop taking so many of grease ball;0;0.0;0.0;0.0;['hate', 'people', 'good', 'pic', 'zayn', 'stop', 'take', 'grease', 'ball']
464540328293584896;"Unbelievable day at #ACDIS2014 today. So many people saying the same thing ""No One Else Is doing that..."" Stop by Friday learn what THAT is!";0;0.0;0.0;0.0;['unbelievable', 'day', 'HASHTAG', 'today', 'people', 'say', 'thing', 'stop', 'friday', 'learn']
464696255738703872;5 Surprising Ways Social Media is Affecting Healthcare ~ Social Media Frontiers: http://t.co/IxuQ4hfxw5;1;1.0;0.0;0.0;['surprising', 'way', 'social', 'medium', 'affect', 'healthcare', 'social', 'medium', 'frontier', 'url']
465928890381500417;@BarsAndMelody song has basically started a trend to stop bullying💖 #putastoptobullying2014;0;0.0;0.0;0.0;['USER', 'song', 'start', 'trend', 'stop', 'bully', 'HASHTAG']
466216322750091264;#Beijing, #China sees significant increase of armed #police presence on streets http://t.co/HaTeA4kg08;1;1.0;0.0;0.0;['HASHTAG', 'HASHTAG', 'see', 'significant', 'increase', 'armed', 'HASHTAG', 'presence', 'street', 'url']
466468978333061120;Photos: San Diego wildfires lead to evacuation of 20000 homes - Washington Post http://t.co/NqmUnXMScg;0;0.0;0.0;0.0;['photo', 'san', 'diego', 'wildfire', 'lead', 'evacuation', 'home', 'washington', 'post', 'url']
466592730802429952;UK population is eating too much sugar, saturated fat and salt https://t.co/jqqJ8TBWGI;1;1.0;1.0;1.0;['population', 'eat', 'sugar', 'saturate', 'fat', 'salt', 'url']
467006461605081088;Even Superman had to get a job. Moral of this story is Stop saving everyone for free. #FLYE… http://t.co/p7mhlBbgbt;0;0.0;0.0;0.0;['superman', 'job', 'moral', 'story', 'stop', 'save', 'free', 'HASHTAG', 'url']
469874033035837440;"""@DWatson2x: DeSoto Need To Stop Spending Money On They Football Team Who Can't Win State & Fix These Bathrooms""💀💀💀💀";0;0.0;0.0;0.0;['USER', 'desoto', 'need', 'stop', 'spend', 'money', 'football', 'team', 'win', 'state', 'fix', 'bathroom']
470338351090778112;Selector Infected WIXOSS Causes Sharp Decline in Card Sales http://t.co/mVqmEU9IxQ;0;0.0;0.0;0.0;['selector', 'infect', 'wixoss', 'cause', 'sharp', 'decline', 'card', 'sale', 'url']
